genreA,genreB,movie
crime,fantasy,Angel on My Shoulder (1946)
crime,fantasy,Fallen (1998)
crime,fantasy,The Stone Council (2006)
crime,fantasy,Batman Returns (1992)
crime,fantasy,Sherlock Holmes: A Game of Shadows (2011)
crime,fantasy,"Rescuers, The (1977)"
crime,fantasy,"Invisible, The (2007)"
crime,fantasy,"Phantom, The (2009)"
crime,fantasy,Dead Time: Kala (2007)
crime,fantasy,Fantomas vs. Scotland Yard (1967)
crime,fantasy,"Crow: Salvation, The (2000)"
crime,fantasy,"Leslie, My Name is Evil (Manson, My Name is Evil) (2009)"
crime,fantasy,101 Dalmatians (One Hundred and One Dalmatians) (1961)
crime,fantasy,"Rescuers Down Under, The (1990)"
crime,fantasy,Remo Williams: The Adventure Begins (1985)
crime,fantasy,Come Drink with Me (Da zui xia) (1966)
crime,fantasy,The Frame (2014)
fantasy,thriller,"Devil's Advocate, The (1997)"
fantasy,thriller,Motorama (1991)
fantasy,thriller,Unbreakable (2000)
fantasy,thriller,Monday (2000)
fantasy,thriller,Rasen (1998)
fantasy,thriller,"Vampyros Lesbos (Vampiras, Las) (1971)"
fantasy,thriller,Videodrome (1983)
fantasy,thriller,Captain America (1990)
fantasy,thriller,"Others, The (2001)"
fantasy,thriller,"Adjustment Bureau, The (2011)"
fantasy,thriller,Tamara (2005)
fantasy,thriller,Pumpkinhead II: Blood Wings (1994)
fantasy,thriller,Perils of the Sentimental Swordsman (1982)
fantasy,thriller,"Horror Hotel (a.k.a. City of the Dead, The) (1960)"
fantasy,thriller,Fright Night (1985)
fantasy,thriller,Ghost Rider: Spirit of Vengeance (2012)
fantasy,thriller,Digging Up the Marrow (2014)
fantasy,thriller,"Covenant, The (2006)"
fantasy,thriller,Phantom of the Paradise (1974)
fantasy,thriller,Izo (2004)
fantasy,thriller,Underworld: Evolution (2006)
fantasy,thriller,Fantomas Unleashed (1965)
fantasy,thriller,Blade II (2002)
fantasy,thriller,"Host, The (2013)"
fantasy,thriller,"Stepford Wives, The (2004)"
fantasy,thriller,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)"
fantasy,thriller,Son of Batman (2014)
fantasy,thriller,House IV (1992)
fantasy,thriller,Ghost (1990)
fantasy,thriller,X2: X-Men United (2003)
fantasy,thriller,"Ferryman, The (2007)"
fantasy,thriller,Attack of the Mushroom People (Matango) (1963)
fantasy,thriller,She Creature (Mermaid Chronicles Part 1: She Creature) (2001)
fantasy,thriller,Ghost Rider (2007)
fantasy,thriller,Versus (2000)
fantasy,thriller,End of Days (1999)
fantasy,thriller,Bad Biology (2008)
fantasy,thriller,King Kong (1976)
fantasy,thriller,Spy Kids 3-D: Game Over (2003)
fantasy,thriller,Agent Cody Banks (2003)
fantasy,thriller,"Prophecy 3: The Ascent, The (2000)"
fantasy,thriller,Aelita: The Queen of Mars (Aelita) (1924)
fantasy,thriller,The Butterfly Effect 3: Revelations (2009)
fantasy,thriller,"Thirteenth Floor, The (1999)"
fantasy,thriller,Lost Highway (1997)
fantasy,thriller,The Time of Their Lives (1946)
fantasy,thriller,Cat People (1982)
fantasy,thriller,"Hole, The (2009)"
fantasy,thriller,Cronos (1993)
fantasy,thriller,Shutter (2004)
fantasy,thriller,"Mummy: Tomb of the Dragon Emperor, The (2008)"
fantasy,thriller,"Pan's Labyrinth (Laberinto del fauno, El) (2006)"
fantasy,thriller,"Brass Teapot, The (2012)"
fantasy,thriller,Superman/Batman: Public Enemies (2009)
fantasy,thriller,Destroy All Monsters (Kaijû sôshingeki) (1968)
fantasy,thriller,Angel Heart (1987)
fantasy,thriller,"Ninth Gate, The (1999)"
fantasy,thriller,"Spirit, The (2008)"
fantasy,thriller,Cirque du Freak: The Vampire's Assistant (2009)
fantasy,thriller,Twilight Zone: The Movie (1983)
fantasy,thriller,Day Watch (Dnevnoy dozor) (2006)
fantasy,thriller,Final Destination 2 (2003)
fantasy,thriller,Skinwalkers (2007)
fantasy,thriller,The Butterfly Effect (2004)
fantasy,thriller,"Field in England, A (2013)"
fantasy,thriller,Chronicle (2012)
fantasy,thriller,Hearts in Atlantis (2001)
fantasy,thriller,Remo Williams: The Adventure Begins (1985)
fantasy,thriller,20 Million Miles to Earth (1957)
fantasy,thriller,"Machine Girl, The (Kataude mashin gâru) (2008)"
fantasy,thriller,Coraline (2009)
fantasy,thriller,Left Behind (2014)
fantasy,thriller,Sparks (2013)
fantasy,thriller,Left Behind: The Movie (2000)
fantasy,thriller,The Girl in a Swing (1988)
fantasy,thriller,King Kong (2005)
fantasy,thriller,This Is the End (2013)
fantasy,thriller,"Witches of Eastwick, The (1987)"
fantasy,thriller,Prince of Darkness (1987)
fantasy,thriller,Ultraviolet (2006)
fantasy,thriller,Priest (2011)
fantasy,thriller,Mighty Joe Young (1998)
fantasy,thriller,"Order, The (2003)"
fantasy,thriller,Puppet Master II (1991)
fantasy,thriller,Dark Portals: The Chronicles of Vidocq  (Vidocq) (2001)
fantasy,thriller,"Midnight Meat Train, The (2008)"
fantasy,thriller,Harry Potter and the Goblet of Fire (2005)
fantasy,thriller,Season of the Witch (2011)
fantasy,thriller,Appleseed (Appurushîdo) (2004)
fantasy,thriller,"Night Listener, The (2006)"
fantasy,thriller,In the Mouth of Madness (1995)
fantasy,thriller,Paperhouse (1988)
fantasy,thriller,Mighty Morphin Power Rangers: The Movie (1995)
fantasy,thriller,"Maze Runner, The (2014)"
fantasy,thriller,Dead Awake (2010)
fantasy,thriller,Insidious (2010)
fantasy,thriller,Abraham Lincoln: Vampire Hunter (2012)
fantasy,thriller,Carrie (1976)
fantasy,thriller,If Only (2004)
fantasy,thriller,Hogfather (Terry Pratchett's Hogfather) (2006)
fantasy,thriller,Q: The Winged Serpent (1982)
fantasy,thriller,Hierro (2009) 
fantasy,thriller,Kagerô-za (1981)
fantasy,thriller,Chicken Little (2005)
fantasy,thriller,Kill by Inches (1999)
fantasy,thriller,Cloudy with a Chance of Meatballs (2009)
fantasy,thriller,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
fantasy,thriller,Tideland (2005)
fantasy,thriller,Catwoman (2004)
fantasy,thriller,Blade: Trinity (2004)
fantasy,thriller,Survive Style 5+ (2004)
fantasy,thriller,Justice League: The Flashpoint Paradox (2013)
fantasy,thriller,Trilogy of Terror (1975)
fantasy,thriller,Dragonheart 2: A New Beginning (2000)
fantasy,thriller,Tales from the Darkside: The Movie (1990)
fantasy,thriller,"Langoliers, The (1995)"
fantasy,thriller,"Hunger Games, The (2012)"
fantasy,thriller,Fallen (1998)
fantasy,thriller,"Nines, The (2007)"
fantasy,thriller,"Lost Boys, The (1987)"
fantasy,thriller,The Stone Council (2006)
fantasy,thriller,"Man Who Haunted Himself, The (1970)"
fantasy,thriller,"Mummy, The (1999)"
fantasy,thriller,"Illusionist, The (2006)"
fantasy,thriller,"Invisible, The (2007)"
fantasy,thriller,"Evil Dead, The (1981)"
fantasy,thriller,Paradox (2010)
fantasy,thriller,Splinter (2008)
fantasy,thriller,Dagon (2001)
fantasy,thriller,Frequency (2000)
fantasy,thriller,Down to the Cellar (Do pivnice) (1983)
fantasy,thriller,Jonah Hex (2010)
fantasy,thriller,Stir of Echoes (1999)
fantasy,thriller,Gemini (Sôseiji) (1999)
fantasy,thriller,Phenomena (a.k.a. Creepers) (1985)
fantasy,thriller,Warlock (1989)
fantasy,thriller,Bunraku (2010)
fantasy,thriller,Byzantium (2012)
fantasy,thriller,Dark Water (Honogurai mizu no soko kara) (2002)
fantasy,thriller,"Island of Dr. Moreau, The (1977)"
fantasy,thriller,Zotz! (1962)
fantasy,thriller,"Philosophers, The (After The Dark) (2013)"
fantasy,thriller,Mega Piranha (2010)
fantasy,thriller,Donnie Darko (2001)
fantasy,thriller,Night Watch (Nochnoy dozor) (2004)
fantasy,thriller,Pulse (2006)
fantasy,thriller,"Craft, The (1996)"
fantasy,thriller,Muppets Most Wanted (2014)
fantasy,thriller,Dracula (Bram Stoker's Dracula) (1992)
fantasy,thriller,Altered States (1980)
fantasy,thriller,Dark Forces (Harlequin) (1980)
fantasy,thriller,Interstate 60 (2002)
fantasy,thriller,Batman & Robin (1997)
fantasy,thriller,Ugetsu (Ugetsu monogatari) (1953)
fantasy,thriller,Ringu (Ring) (1998)
fantasy,thriller,Screamers (1995)
fantasy,thriller,"Twilight Saga: New Moon, The (2009)"
fantasy,thriller,"Nightmare on Elm Street, A (2010)"
fantasy,thriller,"Black Waters of Echo's Pond, The (2009)"
fantasy,thriller,"Crow, The: Wicked Prayer (2005)"
fantasy,thriller,Don't Be Afraid of the Dark (2010)
fantasy,thriller,Darkman (1990)
fantasy,thriller,"13th Warrior, The (1999)"
fantasy,thriller,Bluebeard (Barbe Bleue) (2009)
fantasy,thriller,X-Men: First Class (2011)
fantasy,thriller,Mystics in Bali (Leák)(1981)
fantasy,thriller,Constantine (2005)
fantasy,thriller,Megiddo: The Omega Code 2 (2001)
fantasy,thriller,"Mothman Prophecies, The (2002)"
fantasy,thriller,"Seventh Sign, The (1988)"
fantasy,thriller,Waxworks (Das Wachsfigurenkabinett) (1924)
fantasy,thriller,Antichrist (2009)
fantasy,thriller,Age of the Dragons (2011)
fantasy,thriller,"Substitute, The (Vikaren) (2007)"
fantasy,thriller,It (1990)
fantasy,thriller,Franklyn (2008)
fantasy,thriller,Spawn (1997)
fantasy,thriller,"Legend of Hell House, The (1973)"
fantasy,thriller,Odd Thomas (2013)
fantasy,thriller,Looney Tunes: Back in Action (2003)
fantasy,thriller,"Mother of Tears: The Third Mother (Terza madre, La) (2007)"
fantasy,thriller,Godzilla Against MechaGodzilla (Gojira tai Mekagojira) (2002)
fantasy,thriller,Memories (Memorîzu) (1995)
fantasy,thriller,Lady in the Water (2006)
fantasy,thriller,Premonition (2007)
fantasy,thriller,Phantasm II (1988)
fantasy,thriller,Underworld: Rise of the Lycans (2009)
fantasy,thriller,Man of Steel (2013)
fantasy,thriller,"Last Wave, The (1977)"
fantasy,thriller,X-Men: The Last Stand (2006)
fantasy,thriller,Race to Witch Mountain (2009)
fantasy,thriller,Fantomas vs. Scotland Yard (1967)
fantasy,thriller,Red Riding Hood (2011)
fantasy,thriller,"Hatchet for the Honeymoon (Rosso segno della follia, Il) (1970)"
fantasy,thriller,Something Wicked This Way Comes (1983)
fantasy,thriller,Ginger Snaps (2000)
fantasy,thriller,"Exterminating Angels, The (anges exterminateurs, Les) (2006)"
fantasy,thriller,"Prophecy, The (1995)"
fantasy,thriller,The Frame (2014)
fantasy,thriller,Legion (2010)
fantasy,thriller,Solomon Kane (2009)
fantasy,thriller,Perfume: The Story of a Murderer (2006)
fantasy,thriller,Sweeney Todd: The Demon Barber of Fleet Street (2007)
fantasy,thriller,Viy (2014)
fantasy,thriller,Sucker Punch (2011)
fantasy,thriller,Hideaway (1995)
fantasy,thriller,Sometimes They Come Back (1991)
fantasy,thriller,"Crow: City of Angels, The (1996)"
fantasy,thriller,"Brothers Grimm, The (2005)"
fantasy,thriller,Puppet Master vs. Demonic Toys (Puppet Master 9) (2004)
fantasy,thriller,The Prophecy: Forsaken (2005)
fantasy,thriller,"Crow, The (1994)"
fantasy,thriller,"Haunting, The (1999)"
fantasy,thriller,Batman: Assault on Arkham (2014)
fantasy,thriller,Treasure of the Four Crowns (1983)
fantasy,thriller,Heartless (2009)
fantasy,thriller,Thunderbirds (2004)
fantasy,thriller,Van Helsing (2004)
fantasy,thriller,Santos (2008)
fantasy,thriller,"Devil's Backbone, The (Espinazo del diablo, El) (2001)"
fantasy,thriller,9 (2009)
fantasy,thriller,The Valley of Gwangi (1969)
fantasy,thriller,Already Dead (2007)
fantasy,thriller,Desperation (2006)
fantasy,thriller,"Prestige, The (2006)"
fantasy,thriller,Fantomas (1964)
fantasy,thriller,Painted Skin (2008)
fantasy,thriller,"Life Less Ordinary, A (1997)"
fantasy,thriller,Eegah (1962)
fantasy,thriller,Vice (2015)
fantasy,thriller,"Green Hornet, The (2011)"
fantasy,thriller,Pathfinder (2007)
fantasy,thriller,Highlander (1986)
fantasy,thriller,Drive Angry (2011)
fantasy,thriller,Hellraiser: Bloodline (1996)
fantasy,thriller,Madame Tutli-Putli (2007)
fantasy,thriller,"Lovely Bones, The (2009)"
fantasy,thriller,Silent Hill (2006)
fantasy,thriller,"Twilight Saga: Eclipse, The (2010)"
fantasy,thriller,Twilight (2008)
fantasy,thriller,Hansel & Gretel (2007)
fantasy,thriller,"10,000 BC (2008)"
fantasy,thriller,Dragonfly (2002)
fantasy,thriller,Young Sherlock Holmes (1985)
fantasy,thriller,"Body Snatcher, The (1945)"
fantasy,thriller,Lara Croft Tomb Raider: The Cradle of Life (2003)
fantasy,thriller,Doodlebug (1997)
fantasy,thriller,Underworld: Awakening (2012)
fantasy,thriller,Sherlock Holmes: A Game of Shadows (2011)
fantasy,thriller,Faust (1994)
fantasy,thriller,Julia and Julia (Giulia e Giulia) (1987)
fantasy,thriller,Puppet Master (1989)
fantasy,thriller,"Mummy Returns, The (2001)"
fantasy,thriller,King Solomon's Mines (1937)
fantasy,thriller,Dead Time: Kala (2007)
fantasy,thriller,Jin Roh: The Wolf Brigade (Jin-Rô) (1998)
fantasy,thriller,Slipstream (2007)
fantasy,thriller,"Dyatlov Pass Incident, The (Devil's Pass) (2013)"
fantasy,thriller,Cat People (1942)
fantasy,thriller,Blade (1998)
fantasy,spy,Zotz! (1962)
fantasy,spy,Spy Kids 3-D: Game Over (2003)
fantasy,spy,Agent Cody Banks (2003)
fantasy,spy,Journey to the Far Side of the Sun (a.k.a. Doppelgänger) (1969)
fantasy,spy,Looney Tunes: Back in Action (2003)
fantasy,spy,Remo Williams: The Adventure Begins (1985)
fantasy,vampire,The Boy Who Cried Werewolf (2010)
fantasy,vampire,Queen of the Damned (2002)
fantasy,vampire,Dark Shadows (2012)
fantasy,vampire,Vampire Journals (1997)
fantasy,vampire,Ultraviolet (2006)
fantasy,vampire,Priest (2011)
fantasy,vampire,Night Watch (Nochnoy dozor) (2004)
fantasy,vampire,Buffy the Vampire Slayer (1992)
fantasy,vampire,Sleepwalkers (1992)
fantasy,vampire,Mr. Vampire (Geung si sin sang) (1985)
fantasy,vampire,Fright Night (1985)
fantasy,vampire,Kronos (a.k.a. Captain Kronos: Vampire Hunter) (1973)
fantasy,vampire,Dracula (Bram Stoker's Dracula) (1992)
fantasy,vampire,"Twilight Saga: New Moon, The (2009)"
fantasy,vampire,"Gods Must Be Crazy III, The (a.k.a. Crazy Safari) (Fei zhou he shang) (1992)"
fantasy,vampire,Subspecies (1991)
fantasy,vampire,"Legend of the 7 Golden Vampires, The (1974)"
fantasy,vampire,Blade II (2002)
fantasy,vampire,Underworld: Evolution (2006)
fantasy,vampire,"House That Dripped Blood, The (1971)"
fantasy,vampire,Let the Right One In (Låt den rätte komma in) (2008)
fantasy,vampire,Van Helsing (2004)
fantasy,vampire,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
fantasy,vampire,Abraham Lincoln: Vampire Hunter (2012)
fantasy,vampire,Underworld (2003)
fantasy,vampire,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
fantasy,vampire,Innocence (2014)
fantasy,vampire,Vampires (2010)
fantasy,vampire,Blade (1998)
fantasy,vampire,Let Me In (2010)
fantasy,vampire,Blade: Trinity (2004)
fantasy,vampire,Vampire Academy (2014)
fantasy,vampire,Twilight (2008)
fantasy,vampire,"Twilight Saga: Eclipse, The (2010)"
fantasy,vampire,Valerie and Her Week of Wonders (Valerie a týden divu) (1970)
fantasy,vampire,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
fantasy,vampire,Vampire Hunter D (1985)
fantasy,vampire,BloodRayne (2005)
fantasy,vampire,"Short Film About John Bolton, A (2003)"
fantasy,vampire,"Lost Boys, The (1987)"
fantasy,vampire,Vampire's Kiss (1989)
fantasy,vampire,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
fantasy,vampire,Underworld: Awakening (2012)
fantasy,vampire,Train Ride to Hollywood (1975)
fantasy,vampire,"Little Vampire, The (2000)"
fantasy,vampire,Underworld: Rise of the Lycans (2009)
fantasy,vampire,"Mortal Instruments: City of Bones, The (2013)"
fantasy,vampire,Cirque du Freak: The Vampire's Assistant (2009)
fantasy,vampire,Day Watch (Dnevnoy dozor) (2006)
fantasy,vampire,Interview with the Vampire: The Vampire Chronicles (1994)
fantasy,vampire,The Halloween That Almost Wasn't (1979)
fantasy,vampire,Dracula Untold (2014)
fantasy,vampire,"Velvet Vampire, The (1971)"
fantasy,vampire,Vampire Effect (The Twins Effect) (Chin gei bin) (2003)
fantasy,vampire,Byzantium (2012)
fantasy,vampire,"Monster Squad, The (1987)"
fantasy,monster,Gamera the Brave (2006)
fantasy,monster,Cargo (2013)
fantasy,monster,Godzilla vs. Destroyah (Gojira vs. Desutoroiâ) (1995) 
fantasy,monster,Pumpkinhead II: Blood Wings (1994)
fantasy,monster,Mr. Vampire (Geung si sin sang) (1985)
fantasy,monster,Fright Night (1985)
fantasy,monster,Digging Up the Marrow (2014)
fantasy,monster,Ghostbusters (a.k.a. Ghost Busters) (1984)
fantasy,monster,Phantom of the Paradise (1974)
fantasy,monster,Blade II (2002)
fantasy,monster,Underworld: Evolution (2006)
fantasy,monster,Godzilla and Mothra: The Battle for Earth (Gojira vs. Mosura) (1992)
fantasy,monster,Dark Floors (2008)
fantasy,monster,"Twilight Saga: Breaking Dawn - Part 2, The (2012)"
fantasy,monster,Attack of the Mushroom People (Matango) (1963)
fantasy,monster,Versus (2000)
fantasy,monster,Casshern (2004)
fantasy,monster,Troll 2 (1990)
fantasy,monster,Wolves (2014)
fantasy,monster,King Kong (1976)
fantasy,monster,Let Me In (2010)
fantasy,monster,Two Evil Eyes (1990)
fantasy,monster,Godzilla vs. The Sea Monster (Gojira-Ebira-Mosura: Nankai no daiketto) (1966)
fantasy,monster,Valerie and Her Week of Wonders (Valerie a týden divu) (1970)
fantasy,monster,Cat People (1982)
fantasy,monster,"Twilight Saga: Breaking Dawn - Part 1, The (2011)"
fantasy,monster,Rebirth of Mothra (1996)
fantasy,monster,Blood and Chocolate (2007)
fantasy,monster,The Golden Voyage of Sinbad (1973)
fantasy,monster,Vampire's Kiss (1989)
fantasy,monster,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000)
fantasy,monster,Godzilla vs. Mechagodzilla (Gojira tai Mekagojira) (1974)
fantasy,monster,Destroy All Monsters (Kaijû sôshingeki) (1968)
fantasy,monster,Cirque du Freak: The Vampire's Assistant (2009)
fantasy,monster,Day Watch (Dnevnoy dozor) (2006)
fantasy,monster,Skinwalkers (2007)
fantasy,monster,20 Million Miles to Earth (1957)
fantasy,monster,Rodan (Sora no daikaijû Radon) (1956)
fantasy,monster,Pirates of the Caribbean: On Stranger Tides (2011)
fantasy,monster,"Ghidorah, the Three-Headed Monster (San daikaijû: Chikyû saidai no kessen) (1964)"
fantasy,monster,King Kong Escapes (Kingu Kongu no gyakushû) (1967)
fantasy,monster,Priest (2011)
fantasy,monster,Ultraviolet (2006)
fantasy,monster,Prince of Darkness (1987)
fantasy,monster,Pulgasari (1985)
fantasy,monster,Rebirth of Mothra III (1998)
fantasy,monster,Vampire Journals (1997)
fantasy,monster,"Nightmare Before Christmas, The (1993)"
fantasy,monster,Leprechaun: Origins (2014)
fantasy,monster,Godzilla vs. Megaguirus (Gojira tai Megagirasu: Jî shômetsu sakusen) (2000)
fantasy,monster,Hellboy (2004)
fantasy,monster,"Lost World, The (1925)"
fantasy,monster,Godzilla 2000 (Gojira ni-sen mireniamu) (1999)
fantasy,monster,In the Mouth of Madness (1995)
fantasy,monster,Clash of the Titans (1981)
fantasy,monster,Abraham Lincoln: Vampire Hunter (2012)
fantasy,monster,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)"
fantasy,monster,Q: The Winged Serpent (1982)
fantasy,monster,Nightbreed (1990)
fantasy,monster,Godzilla vs. SpaceGodzilla (Gojira VS Supesugojira) (1994)
fantasy,monster,"Hound of the Baskervilles, The (1959)"
fantasy,monster,The Land Unknown (1957)
fantasy,monster,Innocence (2014)
fantasy,monster,Ginger Snaps Back: The Beginning (2004)
fantasy,monster,King Kong (1933)
fantasy,monster,Gamera: The Giant Monster (Daikaijû Gamera) (1965)
fantasy,monster,Vampire Academy (2014)
fantasy,monster,Blade: Trinity (2004)
fantasy,monster,Harry and the Hendersons (1987)
fantasy,monster,Tales from the Darkside: The Movie (1990)
fantasy,monster,Big Fish (2003)
fantasy,monster,Pumpkinhead (1988)
fantasy,monster,"Wolf Man, The (1941)"
fantasy,monster,"Lost Boys, The (1987)"
fantasy,monster,"Golem, The (Golem, wie er in die Welt kam, Der) (1920)"
fantasy,monster,Hellboy II: The Golden Army (2008)
fantasy,monster,Harry Potter and the Prisoner of Azkaban (2004)
fantasy,monster,Godzilla's Revenge (Gojira-Minira-Gabara: Oru Kaijû Daishingeki) (All Monsters Attack) (1969)
fantasy,monster,Jack Frost (1997)
fantasy,monster,Gory Gory Hallelujah (2003)
fantasy,monster,"Evil Dead, The (1981)"
fantasy,monster,"Abominable Snowman, The (Abominable Snowman of the Himalayas, The) (1957)"
fantasy,monster,Splinter (2008)
fantasy,monster,Interview with the Vampire: The Vampire Chronicles (1994)
fantasy,monster,The Halloween That Almost Wasn't (1979)
fantasy,monster,Vampire Effect (The Twins Effect) (Chin gei bin) (2003)
